title,location,price,region,property,building,land_area,util_area
Prodej domu 100 m² s pozemkem 4 582 m²,"Bělá, okres Havlíčkův Brod",4 500 000 Kč,kraj-vysocina,osobní,smíšená,,100 m
Prodej domu 100 m² s pozemkem 4 582 m²,"Bělá, okres Havlíčkův Brod",4 500 000 Kč,kraj-vysocina,osobní,smíšená,,
Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",Cena na vyžádání,kraj-vysocina,osobní,dřevěná,387 m,40 m
Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",Cena na vyžádání,kraj-vysocina,osobní,dřevěná,387 m,
Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",Cena na vyžádání,kraj-vysocina,osobní,dřevěná,,40 m
Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",Cena na vyžádání,kraj-vysocina,osobní,dřevěná,,
Pronájem obchodních prostor 8 m²,"Komenského, Humpolec, okres Pelhřimov",15 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,8 m
Pronájem obchodních prostor 8 m²,"Komenského, Humpolec, okres Pelhřimov",15 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,
Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600 Kč,kraj-vysocina,osobní,cihlová,1493 m,62 m
Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600 Kč,kraj-vysocina,osobní,cihlová,1493 m,
Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600 Kč,kraj-vysocina,osobní,cihlová,,62 m
Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600 Kč,kraj-vysocina,osobní,cihlová,,
Prodej bytu 4+1 80 m²,"K. Chocholy, České Budějovice - České Budějovice 2",4 260 000 Kč,jihocesky-kraj,družstevní,panelová,,80 m
Prodej bytu 4+1 80 m²,"K. Chocholy, České Budějovice - České Budějovice 2",4 260 000 Kč,jihocesky-kraj,družstevní,panelová,,
Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000 Kč,jihocesky-kraj,osobní,smíšená,259 m,108 m
Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000 Kč,jihocesky-kraj,osobní,smíšená,259 m,
Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000 Kč,jihocesky-kraj,osobní,smíšená,,108 m
Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000 Kč,jihocesky-kraj,osobní,smíšená,,
Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485 Kč,kraj-vysocina,osobní,cihlová,2131 m,456 m
Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485 Kč,kraj-vysocina,osobní,cihlová,2131 m,
Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485 Kč,kraj-vysocina,osobní,cihlová,,456 m
Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485 Kč,kraj-vysocina,osobní,cihlová,,
Prodej komerčního objektu (jiného typu) 476 m²,"5. května, Humpolec, okres Pelhřimov",13 490 000 Kč,kraj-vysocina,osobní,smíšená,,476 m
Prodej komerčního objektu (jiného typu) 476 m²,"5. května, Humpolec, okres Pelhřimov",13 490 000 Kč,kraj-vysocina,osobní,smíšená,,
Pronájem bytu 3+1 69 m²,"Třeboň - Třeboň II, okres Jindřichův Hradec",13 000 Kč/měsíc,jihocesky-kraj,dobrý stav,smíšená,,69 m
Prodej zemědělského objektu 4 943 m²,"Omlenice, okres Český Krumlov",10 000 000 Kč,jihocesky-kraj,jiný,smíšená,,4943 m
Pronájem bytu 3+1 69 m²,"Třeboň - Třeboň II, okres Jindřichův Hradec",13 000 Kč/měsíc,jihocesky-kraj,dobrý stav,smíšená,,
Prodej zemědělského objektu 4 943 m²,"Omlenice, okres Český Krumlov",10 000 000 Kč,jihocesky-kraj,jiný,smíšená,,
Prodej stavebního pozemku 900 m²,"U Třech svatých, Kájov, okres Český Krumlov",3 700 000 Kč,jihocesky-kraj,zavedena,osobní,,
Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000 Kč,jihocesky-kraj,v bloku,cihlová,171 m,171 m
Prodej bytu 5+1 215 m²,"Rudolfovská tř., České Budějovice - České Budějovice 6",14 900 000 Kč,jihocesky-kraj,osobní,cihlová,,215 m
Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000 Kč,jihocesky-kraj,v bloku,cihlová,171 m,
Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000 Kč,jihocesky-kraj,v bloku,cihlová,,171 m
Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000 Kč,jihocesky-kraj,v bloku,cihlová,,
Prodej bytu 5+1 215 m²,"Rudolfovská tř., České Budějovice - České Budějovice 6",14 900 000 Kč,jihocesky-kraj,osobní,cihlová,,
Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000 Kč,jihocesky-kraj,ubytovací objekty,smíšená,194 m,400 m
Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000 Kč,jihocesky-kraj,ubytovací objekty,smíšená,194 m,
Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000 Kč,jihocesky-kraj,ubytovací objekty,smíšená,,400 m
Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000 Kč,jihocesky-kraj,ubytovací objekty,smíšená,,
Prodej bytu 3+1 61 m²,"Plzeňská, České Budějovice - České Budějovice 3",4 890 000 Kč,jihocesky-kraj,osobní,panelová,,61 m
Pronájem bytu 2+1 61 m²,"Tovární, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,osobní,cihlová,,61 m
Prodej bytu 3+1 61 m²,"Plzeňská, České Budějovice - České Budějovice 3",4 890 000 Kč,jihocesky-kraj,osobní,panelová,,
Pronájem bytu 2+1 61 m²,"Tovární, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,osobní,cihlová,,
Prodej bytu 2+kk 50 m²,"Fr. Hrubína, České Budějovice - České Budějovice 3",5 190 000 Kč,jihocesky-kraj,osobní,cihlová,,50 m
Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000 Kč,jihocesky-kraj,samostatný,cihlová,1928 m,105 m
Prodej bytu 2+kk 50 m²,"Fr. Hrubína, České Budějovice - České Budějovice 3",5 190 000 Kč,jihocesky-kraj,osobní,cihlová,,
Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,řadový,cihlová,114 m,118 m
Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000 Kč,jihocesky-kraj,samostatný,cihlová,1928 m,
Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000 Kč,jihocesky-kraj,samostatný,cihlová,,105 m
Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000 Kč,jihocesky-kraj,samostatný,cihlová,,
"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",Cena na vyžádání,jihocesky-kraj,"nájemní dům, činžák",cihlová,735 m,622 m
Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,řadový,cihlová,114 m,
Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,řadový,cihlová,,118 m
Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000 Kč/měsíc,jihocesky-kraj,řadový,cihlová,,
Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000 Kč,jihocesky-kraj,osobní,kamenná,1589 m,95 m
"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",Cena na vyžádání,jihocesky-kraj,"nájemní dům, činžák",cihlová,735 m,
"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",Cena na vyžádání,jihocesky-kraj,"nájemní dům, činžák",cihlová,,622 m
"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",Cena na vyžádání,jihocesky-kraj,"nájemní dům, činžák",cihlová,,
Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000 Kč,jihocesky-kraj,osobní,kamenná,1589 m,
Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000 Kč,jihocesky-kraj,osobní,kamenná,,95 m
Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000 Kč,jihocesky-kraj,osobní,kamenná,,
Prodej bytu 4+1 150 m²,"Moravská, Karlovy Vary",4 200 000 Kč,karlovarsky-kraj,po rekonstrukci,cihlová,,150 m
Prodej bytu 4+1 150 m²,"Moravská, Karlovy Vary",4 200 000 Kč,karlovarsky-kraj,po rekonstrukci,cihlová,,
Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000 Kč,karlovarsky-kraj,osobní,cihlová,1500 m,232 m
Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000 Kč,karlovarsky-kraj,osobní,cihlová,1500 m,
Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000 Kč,karlovarsky-kraj,osobní,cihlová,,232 m
Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej bytu 3+kk 84 m²,"Plzeňská, Mariánské Lázně - Úšovice, okres Cheb",4 495 000 Kč,karlovarsky-kraj,osobní,cihlová,,84 m
Prodej bytu 3+1 60 m²,"Rolavská, Nejdek, okres Karlovy Vary",1 690 000 Kč,karlovarsky-kraj,osobní,panelová,,60 m
Pronájem bytu 2+1 67 m²,"Na Výsluní, Mariánské Lázně - Úšovice, okres Cheb",13 000 Kč/měsíc,karlovarsky-kraj,po rekonstrukci,panelová,,67 m
Prodej bytu 3+kk 84 m²,"Plzeňská, Mariánské Lázně - Úšovice, okres Cheb",4 495 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej bytu 3+1 60 m²,"Rolavská, Nejdek, okres Karlovy Vary",1 690 000 Kč,karlovarsky-kraj,osobní,panelová,,
Pronájem bytu 2+1 67 m²,"Na Výsluní, Mariánské Lázně - Úšovice, okres Cheb",13 000 Kč/měsíc,karlovarsky-kraj,po rekonstrukci,panelová,,
Pronájem bytu 3+1 70 m²,"Zámecký vrch, Karlovy Vary",8 500 Kč/měsíc,karlovarsky-kraj,osobní,cihlová,,70 m
Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000 Kč,karlovarsky-kraj,výrobní prostory,cihlová,352 m,352 m
Pronájem bytu 3+1 70 m²,"Zámecký vrch, Karlovy Vary",8 500 Kč/měsíc,karlovarsky-kraj,osobní,cihlová,,
Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000 Kč,karlovarsky-kraj,výrobní prostory,cihlová,352 m,
Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000 Kč,karlovarsky-kraj,výrobní prostory,cihlová,,352 m
Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000 Kč,karlovarsky-kraj,výrobní prostory,cihlová,,
Prodej bytu 2+kk 84 m²,"Dřevěná, Mariánské Lázně, okres Cheb",2 250 000 Kč,karlovarsky-kraj,dobrý stav,cihlová,,84 m
Prodej bytu 2+kk 84 m²,"Dřevěná, Mariánské Lázně, okres Cheb",2 250 000 Kč,karlovarsky-kraj,dobrý stav,cihlová,,
Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000 Kč,karlovarsky-kraj,osobní,cihlová,1128 m,124 m
Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000 Kč,karlovarsky-kraj,osobní,cihlová,1128 m,
Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000 Kč,karlovarsky-kraj,osobní,cihlová,,124 m
Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000 Kč,karlovarsky-kraj,osobní,cihlová,822 m,150 m
Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000 Kč,karlovarsky-kraj,osobní,cihlová,662 m,75 m
Prodej ubytovacího objektu 400 m²,"Hlavní, Aš, okres Cheb",5 775 000 Kč,karlovarsky-kraj,osobní,cihlová,,400 m
Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000 Kč,karlovarsky-kraj,osobní,cihlová,822 m,
Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000 Kč,karlovarsky-kraj,osobní,cihlová,,150 m
Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000 Kč,karlovarsky-kraj,osobní,cihlová,662 m,
Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000 Kč,karlovarsky-kraj,osobní,cihlová,,75 m
Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej ubytovacího objektu 400 m²,"Hlavní, Aš, okres Cheb",5 775 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Prodej bytu 3+1 61 m²,"Hlávkova, Karlovy Vary - Stará Role",2 650 000 Kč,karlovarsky-kraj,po rekonstrukci,panelová,,61 m
Prodej bytu 3+1 61 m²,"Hlávkova, Karlovy Vary - Stará Role",2 650 000 Kč,karlovarsky-kraj,po rekonstrukci,panelová,,
Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000 Kč,karlovarsky-kraj,osobní,cihlová,682 m,370 m
Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000 Kč,karlovarsky-kraj,osobní,cihlová,682 m,
Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000 Kč,karlovarsky-kraj,osobní,cihlová,,370 m
Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000 Kč,karlovarsky-kraj,osobní,cihlová,,
Pronájem bytu 1+1 40 m²,"Franze Kafky, Mariánské Lázně - Úšovice, okres Cheb",7 000 Kč/měsíc,karlovarsky-kraj,dobrý stav,cihlová,,40 m
Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000 Kč,karlovarsky-kraj,jiný,cihlová,1072 m,187 m
Prodej bytu 1+kk 155 m²,"Sokolská, Zábřeh, okres Šumperk",6 100 000 Kč,olomoucky-kraj,dobrý stav,cihlová,,155 m
Pronájem bytu 1+1 40 m²,"Franze Kafky, Mariánské Lázně - Úšovice, okres Cheb",7 000 Kč/měsíc,karlovarsky-kraj,dobrý stav,cihlová,,
Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000 Kč,karlovarsky-kraj,jiný,cihlová,1072 m,
Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000 Kč,karlovarsky-kraj,jiný,cihlová,,187 m
Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000 Kč,karlovarsky-kraj,jiný,cihlová,,
Prodej bytu 1+kk 155 m²,"Sokolská, Zábřeh, okres Šumperk",6 100 000 Kč,olomoucky-kraj,dobrý stav,cihlová,,
Prodej bytu 2+1 54 m²,"Čs. armády, Kraslice, okres Sokolov",999 999 Kč,karlovarsky-kraj,dobrý stav,cihlová,,54 m
Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",Cena na vyžádání,karlovarsky-kraj,osobní,cihlová,959 m,496 m
Prodej bytu 2+1 54 m²,"Čs. armády, Kraslice, okres Sokolov",999 999 Kč,karlovarsky-kraj,dobrý stav,cihlová,,
Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",Cena na vyžádání,karlovarsky-kraj,osobní,cihlová,959 m,
Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",Cena na vyžádání,karlovarsky-kraj,osobní,cihlová,,496 m
Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",Cena na vyžádání,karlovarsky-kraj,osobní,cihlová,,
Pronájem bytu 2+1 49 m²,"Havlíčkova, Karlovy Vary",12 000 Kč/měsíc,karlovarsky-kraj,dobrý stav,cihlová,,49 m
Pronájem bytu 2+1 49 m²,"Havlíčkova, Karlovy Vary",12 000 Kč/měsíc,karlovarsky-kraj,dobrý stav,cihlová,,
Pronájem bytu 2+kk 45 m²,"Masarykova třída, Olomouc",360 000 Kč/měsíc,olomoucky-kraj,45 m,osobní,,
Prodej pozemku 378 m²,Jeseník,413 000 Kč,olomoucky-kraj,378 m,osobní,,
Prodej pole 3 501 m²,"Ondratice, okres Prostějov",131 000 Kč,olomoucky-kraj,,samota,,
Pronájem bytu 2+1 54 m²,"Nádražní, Přerov - Přerov I-Město",9 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,54 m
Pronájem bytu 2+1 54 m²,"Nádražní, Přerov - Přerov I-Město",9 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Prodej chaty/chalupy 55 m² s pozemkem 56 m²,"Olomoucká, Hlubočky, okres Olomouc",3 990 000 Kč,olomoucky-kraj,samostatný,skeletová,56 m,
Pronájem bytu 1+kk 23 m²,"Politických vězňů, Olomouc - Neředín",7 000 Kč/měsíc,olomoucky-kraj,osobní,panelová,,23 m
Prodej chaty/chalupy 55 m² s pozemkem 56 m²,"Olomoucká, Hlubočky, okres Olomouc",3 990 000 Kč,olomoucky-kraj,samostatný,skeletová,,
Pronájem bytu 1+kk 23 m²,"Politických vězňů, Olomouc - Neředín",7 000 Kč/měsíc,olomoucky-kraj,osobní,panelová,,
Pronájem bytu 3+1 71 m²,"Kabelíkova, Přerov - Přerov I-Město",10 000 Kč/měsíc,olomoucky-kraj,osobní,panelová,,71 m
Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",Cena na vyžádání,olomoucky-kraj,kanceláře,smíšená,719 m,228 m
Pronájem bytu 3+1 71 m²,"Kabelíkova, Přerov - Přerov I-Město",10 000 Kč/měsíc,olomoucky-kraj,osobní,panelová,,
Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",Cena na vyžádání,olomoucky-kraj,kanceláře,smíšená,719 m,
Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",Cena na vyžádání,olomoucky-kraj,kanceláře,smíšená,,228 m
Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",Cena na vyžádání,olomoucky-kraj,kanceláře,smíšená,,
Pronájem bytu 2+kk 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,51 m
Pronájem bytu 2+kk 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem bytu 2+kk 60 m²,"Kmochova, Olomouc - Nová Ulice",12 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,60 m
Pronájem bytu 2+kk 60 m²,"Kmochova, Olomouc - Nová Ulice",12 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem bytu 2+1 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,51 m
Pronájem bytu 2+kk 58 m²,"Kmochova, Olomouc - Nová Ulice",13 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,58 m
Pronájem bytu 2+1 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem bytu 2+kk 58 m²,"Kmochova, Olomouc - Nová Ulice",13 000 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Prodej bytu 3+kk 94 m²,"Resslova, Olomouc - Nová Ulice",7 550 000 Kč,olomoucky-kraj,osobní,cihlová,,94 m
Pronájem kanceláře 114 m²,"28. října, Olomouc",13 656 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,114 m
Prodej bytu 3+kk 94 m²,"Resslova, Olomouc - Nová Ulice",7 550 000 Kč,olomoucky-kraj,osobní,cihlová,,
Pronájem kanceláře 114 m²,"28. října, Olomouc",13 656 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem kanceláře 19 m²,"Fibichova, Olomouc - Hodolany",3 000 Kč/měsíc,olomoucky-kraj,jiný,skeletová,,19 m
Pronájem bytu 1+kk 35 m²,"Janského, Olomouc - Povel",9 900 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,35 m
Pronájem kanceláře 19 m²,"Fibichova, Olomouc - Hodolany",3 000 Kč/měsíc,olomoucky-kraj,jiný,skeletová,,
Pronájem bytu 1+kk 35 m²,"Janského, Olomouc - Povel",9 900 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem kanceláře 350 m²,"Pavelčákova, Olomouc",50 000 Kč/měsíc,olomoucky-kraj,jiný,cihlová,,350 m
Pronájem kanceláře 350 m²,"Pavelčákova, Olomouc",50 000 Kč/měsíc,olomoucky-kraj,jiný,cihlová,,
Pronájem bytu 3+kk 96 m²,"Dobrovského, Olomouc",13 800 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,96 m
Pronájem bytu 3+kk 96 m²,"Dobrovského, Olomouc",13 800 Kč/měsíc,olomoucky-kraj,osobní,cihlová,,
Pronájem skladovacích prostor 25 000 m²,Olomouc,Cena na vyžádání,olomoucky-kraj,skladovací prostory,smíšená,,25000 m
Pronájem skladovacích prostor 25 000 m²,Olomouc,Cena na vyžádání,olomoucky-kraj,skladovací prostory,smíšená,,
Prodej bytu 4+kk 88 m²,"Na Náhonu, Beroun - Beroun-Město",8 150 000 Kč,stredocesky-kraj,dobrý stav,smíšená,,88 m
Prodej bytu 4+kk 88 m²,"Na Náhonu, Beroun - Beroun-Město",8 150 000 Kč,stredocesky-kraj,dobrý stav,smíšená,,
Pronájem bytu 1+kk 38 m²,"Sokolská, Kolín - Kolín II",11 000 Kč/měsíc,stredocesky-kraj,novostavba,cihlová,,38 m
Pronájem bytu 1+kk 38 m²,"Sokolská, Kolín - Kolín II",11 000 Kč/měsíc,stredocesky-kraj,novostavba,cihlová,,
Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000 Kč,stredocesky-kraj,osobní,cihlová,304 m,145 m
Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000 Kč,stredocesky-kraj,osobní,cihlová,304 m,
Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000 Kč,stredocesky-kraj,osobní,cihlová,,145 m
Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000 Kč,stredocesky-kraj,osobní,cihlová,,
Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000 Kč,stredocesky-kraj,samostatný,cihlová,800 m,409 m
Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000 Kč,stredocesky-kraj,samostatný,cihlová,800 m,
Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000 Kč,stredocesky-kraj,samostatný,cihlová,,409 m
Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000 Kč,stredocesky-kraj,samostatný,cihlová,,
Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000 Kč,stredocesky-kraj,osobní,cihlová,283 m,132 m
Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000 Kč,stredocesky-kraj,osobní,cihlová,283 m,
Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000 Kč,stredocesky-kraj,osobní,cihlová,,132 m
Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000 Kč,stredocesky-kraj,osobní,cihlová,,
Prodej domu 159 m² s pozemkem 217 m²,"Herink, okres Praha-východ",12 298 200 Kč,stredocesky-kraj,osobní,cihlová,217 m,159 m
Prodej domu 159 m² s pozemkem 217 m²,"Herink, okres Praha-východ",12 298 200 Kč,stredocesky-kraj,osobní,cihlová,217 m,
Prodej domu 159 m² s pozemkem 217 m²,"Herink, okres Praha-východ",12 298 200 Kč,stredocesky-kraj,osobní,cihlová,,159 m
Prodej domu 159 m² s pozemkem 217 m²,"Herink, okres Praha-východ",12 298 200 Kč,stredocesky-kraj,osobní,cihlová,,
Prodej bytu 2+kk 48 m²,"Klecany, okres Praha-východ",4 900 000 Kč,stredocesky-kraj,dobrý stav,smíšená,,48 m
Prodej bytu 2+kk 48 m²,"Klecany, okres Praha-východ",4 900 000 Kč,stredocesky-kraj,dobrý stav,smíšená,,
Prodej domu 161 m² s pozemkem 546 m²,"Lékořicová, Květnice, okres Praha-východ",14 950 000 Kč,stredocesky-kraj,osobní,cihlová,546 m,161 m
Prodej domu 161 m² s pozemkem 546 m²,"Lékořicová, Květnice, okres Praha-východ",14 950 000 Kč,stredocesky-kraj,osobní,cihlová,546 m,
Prodej domu 161 m² s pozemkem 546 m²,"Lékořicová, Květnice, okres Praha-východ",14 950 000 Kč,stredocesky-kraj,osobní,cihlová,,161 m
